Date|Symbol|Short Volume|Total Volume|Market Center
20141202|QDF|100|2100|Z
20141202|QEP|265612|618369|Z
20141202|QEPM|100|3052|Z
20141202|QGEN|86146|141601|Z
20141202|QID|77325|161373|Z
20141202|QIHU|57507|87577|Z
20141202|QIWI|6720|17095|Z
20141202|QLD|185200|324421|Z
20141202|QLGC|20004|42658|Z
20141202|QLIK|63008|99268|Z
20141202|QLTA|0|400|Z
20141202|QLTB|2802|2802|Z
20141202|QLTC|6500|7300|Z
20141202|QLTI|400|1900|Z
20141202|QLTY|1500|8300|Z
20141202|QLYS|5200|18270|Z
20141202|QNST|1400|4000|Z
20141202|QQEW|0|2200|Z
20141202|QQQ|1592980|2158389|Z
20141202|QQQX|0|400|Z
20141202|QRM|0|300|Z
20141202|QSII|16133|34133|Z
20141202|QTEC|100|100|Z
20141202|QTM|45447|61357|Z
20141202|QTS|500|2200|Z
20141202|QTWO|3500|5934|Z
20141202|QTWW|900|1393|Z
20141202|QUAD|3300|6500|Z
20141202|QUAL|0|100|Z
20141202|QUIK|1900|2600|Z
20141202|QUNR|73971|90464|Z
20141202|QURE|100|200|Z
20141202|QVAL|4294|4294|Z
20141202|QVCA|38047|82161|Z
20141202|QYLD|0|100|Z
20141202|R|9551|20360|Z
20141202|RAD|218441|501415|Z
20141202|RADA|200|1819|Z
20141202|RAI|81980|154452|Z
20141202|RAIL|2300|6200|Z
20141202|RALY|1500|4300|Z
20141202|RARE|2400|3600|Z
20141202|RAS|12400|21080|Z
20141202|RASpA|100|100|Z
20141202|RATE|17300|23600|Z
20141202|RAVN|3500|12900|Z
20141202|RAX|22337|52559|Z
20141202|RBA|29828|39973|Z
20141202|RBC|11220|16720|Z
20141202|RBCAA|1000|2587|Z
20141202|RBCN|6500|7950|Z
20141202|RBL|1600|1600|Z
20141202|RBS|23425|30213|Z
20141202|RBSpF|0|200|Z
20141202|RBSpG|0|200|Z
20141202|RBSpH|0|200|Z
20141202|RBSpL|100|3893|Z
20141202|RBSpQ|0|152|Z
20141202|RBY|111098|134816|Z
20141202|RCAP|26737|42839|Z
20141202|RCG|0|300|Z
20141202|RCI|23921|30179|Z
20141202|RCII|62045|90161|Z
20141202|RCL|310539|478394|Z
20141202|RCON|200|300|Z
20141202|RCPI|0|9825|Z
20141202|RCPT|5891|14520|Z
20141202|RDC|135038|181755|Z
20141202|RDCM|14450|20450|Z
20141202|RDEN|6300|9500|Z
20141202|RDHL|0|1200|Z
20141202|RDI|100|1100|Z
20141202|RDIV|0|300|Z
20141202|RDN|77289|115347|Z
20141202|RDNT|4800|9769|Z
20141202|RDS/A|75680|110554|Z
20141202|RDS/B|21494|29112|Z
20141202|RDUS|1200|3400|Z
20141202|RDWR|10240|36516|Z
20141202|RDY|2000|7263|Z
20141202|RE|9900|18800|Z
20141202|RECN|1302|5563|Z
20141202|REDF|100|1300|Z
20141202|REE|1700|1700|Z
20141202|REED|0|700|Z
20141202|REET|100|100|Z
20141202|REG|34516|63445|Z
20141202|REGI|21241|35070|Z
20141202|REGN|11501|22986|Z
20141202|REGpF|0|100|Z
20141202|REI|9507|23207|Z
20141202|REIS|600|1400|Z
20141202|REM|25544|30240|Z
20141202|REMY|300|900|Z
20141202|REN|24221|76493|Z
20141202|RENN|26556|60756|Z
20141202|RENT|1673|5673|Z
20141202|RES|53486|89585|Z
20141202|RESI|14502|22602|Z
20141202|RESN|0|100|Z
20141202|RETL|100|200|Z
20141202|REV|0|200|Z
20141202|REX|3946|6956|Z
20141202|REXI|200|500|Z
20141202|REXR|2120|4320|Z
20141202|REXX|267756|366856|Z
20141202|REZ|5797|7397|Z
20141202|RF|715998|1270869|Z
20141202|RFG|100|200|Z
20141202|RFI|0|2600|Z
20141202|RFMD|449769|738497|Z
20141202|RFP|5300|11200|Z
20141202|RFpB|300|2600|Z
20141202|RGA|6520|8420|Z
20141202|RGC|26887|44898|Z
20141202|RGDX|0|2600|Z
20141202|RGEN|4411|11681|Z
20141202|RGLD|23261|36660|Z
20141202|RGLS|10184|17591|Z
20141202|RGP|62978|178227|Z
20141202|RGR|19761|25061|Z
20141202|RGS|4900|12592|Z
20141202|RGSE|1400|1400|Z
20141202|RGT|0|2300|Z
20141202|RH|15663|22063|Z
20141202|RHI|25942|72753|Z
20141202|RHP|3900|10420|Z
20141202|RHS|1400|1400|Z
20141202|RHT|67341|105296|Z
20141202|RIBT|100|1400|Z
20141202|RIC|12900|23700|Z
20141202|RICE|53450|80647|Z
20141202|RICK|200|600|Z
20141202|RIG|617944|1939375|Z
20141202|RIGL|10300|26700|Z
20141202|RIGP|3860|7655|Z
20141202|RIGS|0|200|Z
20141202|RIO|88447|130602|Z
20141202|RIOM|6700|8996|Z
20141202|RIT|0|200|Z
20141202|RJA|10409|25709|Z
20141202|RJET|8108|22134|Z
20141202|RJF|14955|20695|Z
20141202|RJI|74670|133672|Z
20141202|RJN|100|42546|Z
20141202|RKT|28554|68421|Z
20141202|RKUS|17756|45549|Z
20141202|RL|15812|32501|Z
20141202|RLD|1100|5900|Z
20141202|RLGT|0|1700|Z
20141202|RLGY|30482|48769|Z
20141202|RLI|2391|3691|Z
20141202|RLJ|16828|23528|Z
20141202|RLOC|1200|2000|Z
20141202|RLOG|1800|1900|Z
20141202|RLY|0|800|Z
20141202|RLYP|4700|10392|Z
20141202|RM|2600|4600|Z
20141202|RMAX|3900|5700|Z
20141202|RMBS|16949|45056|Z
20141202|RMD|27331|42470|Z
20141202|RMGN|100|1000|Z
20141202|RMT|3100|3800|Z
20141202|RMTI|10087|16937|Z
20141202|RNA|300|1700|Z
20141202|RNDY|7489|14189|Z
20141202|RNE|0|2200|Z
20141202|RNET|2000|5811|Z
20141202|RNF|900|1300|Z
20141202|RNG|13002|16817|Z
20141202|RNN|9125|15325|Z
20141202|RNO|0|1700|Z
20141202|RNP|0|700|Z
20141202|RNR|9292|17592|Z
20141202|RNRpE|0|300|Z
20141202|RNST|0|3000|Z
20141202|RNWK|2800|4393|Z
20141202|ROBO|0|2250|Z
20141202|ROC|4500|19705|Z
20141202|ROCK|1400|2700|Z
20141202|ROG|1200|1800|Z
20141202|ROIAK|0|700|Z
20141202|ROIC|12955|16383|Z
20141202|ROK|58721|108171|Z
20141202|ROKA|600|1300|Z
20141202|ROL|3500|8000|Z
20141202|ROLL|3096|4396|Z
20141202|ROM|0|300|Z
20141202|ROP|8200|15426|Z
20141202|ROSE|65756|181188|Z
20141202|ROSG|100|100|Z
20141202|ROST|71325|103592|Z
20141202|ROVI|15524|33534|Z
20141202|ROX|4700|7400|Z
20141202|ROYL|200|2700|Z
20141202|ROYT|1100|4700|Z
20141202|RP|13586|25059|Z
20141202|RPAI|52338|112544|Z
20141202|RPG|7383|49503|Z
20141202|RPM|7054|11154|Z
20141202|RPRX|11692|19792|Z
20141202|RPT|25551|52651|Z
20141202|RPTP|52433|138147|Z
20141202|RPV|100|1000|Z
20141202|RPXC|4100|14473|Z
20141202|RQI|839|1839|Z
20141202|RRC|72221|110766|Z
20141202|RRD|42847|80805|Z
20141202|RRGB|6507|13837|Z
20141202|RRMS|933|1133|Z
20141202|RRST|0|100|Z
20141202|RRTS|3100|9229|Z
20141202|RS|7300|18936|Z
20141202|RSE|1334|3434|Z
20141202|RSG|90345|178956|Z
20141202|RSH|5900|56515|Z
20141202|RSO|7940|13381|Z
20141202|RSOpC|1979|1979|Z
20141202|RSP|108829|118329|Z
20141202|RSPP|31358|41907|Z
20141202|RST|2421|3521|Z
20141202|RSTI|4634|11522|Z
20141202|RSX|1028152|1853277|Z
20141202|RSXJ|6100|6600|Z
20141202|RSYS|500|700|Z
20141202|RT|6200|19105|Z
20141202|RTEC|3600|9845|Z
20141202|RTGN|300|300|Z
20141202|RTH|3650|4650|Z
20141202|RTI|2491|6114|Z
20141202|RTIX|100|1200|Z
20141202|RTK|26846|62190|Z
20141202|RTN|41973|75197|Z
20141202|RTR|800|2800|Z
20141202|RTRX|9811|17811|Z
20141202|RUBI|800|1900|Z
20141202|RUK|0|200|Z
20141202|RUSHA|600|1800|Z
20141202|RUSHB|300|400|Z
20141202|RUSL|72130|105548|Z
20141202|RUSS|12901|22491|Z
20141202|RUTH|3957|6857|Z
20141202|RVBD|118461|275859|Z
20141202|RVLT|6400|15800|Z
20141202|RVNC|4831|6331|Z
20141202|RVNU|0|200|Z
20141202|RVP|300|1600|Z
20141202|RVSB|100|4500|Z
20141202|RVT|200|2000|Z
20141202|RWC|0|100|Z
20141202|RWJ|100|100|Z
20141202|RWL|2100|3748|Z
20141202|RWLK|4800|6700|Z
20141202|RWM|18292|26929|Z
20141202|RWO|3500|3600|Z
20141202|RWR|6715|8864|Z
20141202|RWT|5800|7200|Z
20141202|RWX|6300|12626|Z
20141202|RXI|500|4200|Z
20141202|RXII|0|200|Z
20141202|RXL|100|200|Z
20141202|RXN|18196|27181|Z
20141202|RY|83649|95449|Z
20141202|RYAAY|2500|5700|Z
20141202|RYAM|6468|12782|Z
20141202|RYE|0|411|Z
20141202|RYF|0|600|Z
20141202|RYH|0|2385|Z
20141202|RYI|1200|1800|Z
20141202|RYJ|300|400|Z
20141202|RYL|16144|26644|Z
20141202|RYN|33473|51818|Z
20141202|RYT|100|100|Z
20141202|RYU|0|300|Z
20141202|S|636250|896897|Z
20141202|SA|15499|27330|Z
20141202|SAAS|16600|22000|Z
20141202|SABR|12944|22719|Z
20141202|SAFM|14700|27800|Z
20141202|SAFT|200|400|Z
20141202|SAGE|1300|1600|Z
20141202|SAH|5100|11800|Z
20141202|SAIA|5167|11192|Z
20141202|SAIC|3000|5700|Z
20141202|SALE|17970|22015|Z
20141202|SALM|100|300|Z
20141202|SALT|108736|259111|Z
20141202|SAM|600|700|Z
20141202|SAMG|300|9639|Z
20141202|SAN|1029407|1973225|Z
20141202|SAND|110797|146836|Z
20141202|SANM|18600|68889|Z
20141202|SANW|1325|2300|Z
20141202|SAP|107657|137625|Z
20141202|SAPE|113290|242577|Z
20141202|SARA|0|1000|Z
20141202|SASR|300|500|Z
20141202|SATS|1100|7530|Z
20141202|SAVE|16750|30932|Z
20141202|SB|18258|23558|Z
20141202|SBAC|61004|162866|Z
20141202|SBCF|7000|10500|Z
20141202|SBGI|26296|50800|Z
20141202|SBGL|74581|124979|Z
20141202|SBH|19828|39823|Z
20141202|SBI|100|1700|Z
20141202|SBLK|7440|19676|Z
20141202|SBLKL|500|600|Z
20141202|SBNB|0|2000|Z
20141202|SBND|0|100|Z
20141202|SBNY|23202|41802|Z
20141202|SBR|300|2138|Z
20141202|SBRA|35282|71107|Z
20141202|SBS|191651|345321|Z
20141202|SBSI|500|1600|Z
20141202|SBUX|202478|325511|Z
20141202|SBW|0|1200|Z
20141202|SBY|2587|7787|Z
20141202|SBpD|100|200|Z
20141202|SC|135102|275215|Z
20141202|SCAI|300|500|Z
20141202|SCCO|68419|134971|Z
20141202|SCD|100|100|Z
20141202|SCEpG|3281|3481|Z
20141202|SCG|42298|70916|Z
20141202|SCHA|700|2592|Z
20141202|SCHB|1327|2127|Z
20141202|SCHC|3100|3100|Z
20141202|SCHD|500|1300|Z
20141202|SCHE|1000|8500|Z
20141202|SCHF|3043|3143|Z
20141202|SCHH|0|399|Z
20141202|SCHL|3300|4900|Z
20141202|SCHM|689|974|Z
20141202|SCHN|10100|18873|Z
20141202|SCHO|2000|2860|Z
20141202|SCHP|500|500|Z
20141202|SCHV|0|700|Z
20141202|SCHW|310166|529256|Z
20141202|SCHWpB|100|100|Z
20141202|SCHX|1000|1208|Z
20141202|SCHZ|0|1769|Z
20141202|SCI|19524|52319|Z
20141202|SCIF|200|700|Z
20141202|SCIN|0|100|Z
20141202|SCL|300|2100|Z
20141202|SCLN|3656|9269|Z
20141202|SCM|200|300|Z
20141202|SCMP|9222|14022|Z
20141202|SCO|75100|127673|Z
20141202|SCOK|4900|10125|Z
20141202|SCON|0|400|Z
20141202|SCOR|8734|21617|Z
20141202|SCPB|10707|15007|Z
20141202|SCS|12300|22162|Z
20141202|SCSC|2765|3165|Z
20141202|SCSS|17630|45347|Z
20141202|SCTO|0|600|Z
20141202|SCTY|99976|131106|Z
20141202|SCVL|5800|18830|Z
20141202|SCYX|0|3601|Z
20141202|SCZ|1900|11400|Z
20141202|SD|228734|538175|Z
20141202|SDIV|900|3191|Z
20141202|SDLP|43925|86615|Z
20141202|SDOG|20127|20127|Z
20141202|SDOW|50185|97492|Z
20141202|SDPI|0|300|Z
20141202|SDR|700|3100|Z
20141202|SDRL|951410|1631121|Z
20141202|SDS|241170|399310|Z
20141202|SDY|7205|15755|Z
20141202|SE|415469|725798|Z
20141202|SEA|100|400|Z
20141202|SEAC|1400|6200|Z
20141202|SEAS|24507|69489|Z
20141202|SEB|2|2|Z
20141202|SEE|78020|130036|Z
20141202|SEED|0|1200|Z
20141202|SEIC|19799|43416|Z
20141202|SEM|20333|39267|Z
20141202|SEMG|30866|58746|Z
20141202|SEMI|100|800|Z
20141202|SENEA|100|100|Z
20141202|SEP|4600|8055|Z
20141202|SERV|9433|19364|Z
20141202|SEV|200|400|Z
20141202|SF|14694|30476|Z
20141202|SFBS|0|400|Z
20141202|SFE|300|1600|Z
20141202|SFG|2900|8600|Z
20141202|SFL|39643|52023|Z
20141202|SFLY|12810|23610|Z
20141202|SFM|20496|36266|Z
20141202|SFN|0|100|Z
20141202|SFNC|1200|5350|Z
20141202|SFS|2860|6560|Z
20141202|SFUN|118150|337654|Z
20141202|SFXE|24625|42531|Z
20141202|SFY|59715|193383|Z
20141202|SGAR|100|100|Z
20141202|SGBK|100|100|Z
20141202|SGDM|3500|3700|Z
20141202|SGEN|20381|36314|Z
20141202|SGF|400|600|Z
20141202|SGG|1550|2503|Z
20141202|SGI|5900|15890|Z
20141202|SGL|0|600|Z
20141202|SGM|1400|1700|Z
20141202|SGMA|0|100|Z
20141202|SGMO|45505|72850|Z
20141202|SGMS|70511|94445|Z
20141202|SGNT|3562|5562|Z
20141202|SGOC|900|1600|Z
20141202|SGOL|0|300|Z
20141202|SGU|0|700|Z
20141202|SGY|68132|114531|Z
20141202|SGYP|23378|51048|Z
20141202|SGZA|0|900|Z
20141202|SH|202806|287102|Z
20141202|SHEN|1000|1300|Z
20141202|SHG|100|300|Z
20141202|SHI|200|500|Z
20141202|SHLD|21339|31561|Z
20141202|SHLDW|600|1500|Z
20141202|SHLM|1600|3500|Z
20141202|SHLO|100|200|Z
20141202|SHLX|6200|13000|Z
20141202|SHM|3830|14761|Z
20141202|SHO|58231|91581|Z
20141202|SHOO|20650|36032|Z
20141202|SHOR|4900|12323|Z
20141202|SHOS|100|1200|Z
20141202|SHPG|8400|21933|Z
20141202|SHV|31776|34876|Z
20141202|SHW|14700|36343|Z
20141202|SHY|5395|22696|Z
20141202|SHYG|6363|6363|Z
20141202|SIAL|13700|44313|Z
20141202|SID|295502|366375|Z
20141202|SIEB|300|300|Z
20141202|SIEN|1000|2200|Z
20141202|SIFY|200|2800|Z
20141202|SIG|26601|54690|Z
20141202|SIGA|1500|1600|Z
20141202|SIGI|2900|6600|Z
20141202|SIGM|400|1800|Z
20141202|SIL|9196|14596|Z
20141202|SILC|100|300|Z
20141202|SIM|0|300|Z
20141202|SIMG|8459|22320|Z
20141202|SIMO|10400|26384|Z
20141202|SINA|73367|135310|Z
20141202|SIR|15340|29877|Z
20141202|SIRI|659612|1065283|Z
20141202|SIRO|24900|34526|Z
20141202|SIVB|8620|21847|Z
20141202|SIVR|554|954|Z
20141202|SIX|17585|27190|Z
20141202|SIZE|2500|2500|Z
20141202|SJB|700|700|Z
20141202|SJI|3210|6526|Z
20141202|SJM|16721|23828|Z
20141202|SJNK|18461|36504|Z
20141202|SJR|14847|21547|Z
20141202|SJT|1100|1600|Z
20141202|SJW|100|400|Z
20141202|SKF|200|300|Z
20141202|SKH|500|2800|Z
20141202|SKIS|5770|10660|Z
20141202|SKM|15229|32850|Z
20141202|SKT|34915|59501|Z
20141202|SKUL|4500|11474|Z
20141202|SKX|12164|23353|Z
20141202|SKYS|100|300|Z
20141202|SKYW|10300|25156|Z
20141202|SKYY|4400|4500|Z
20141202|SLAB|3497|10302|Z
20141202|SLB|454198|1177019|Z
20141202|SLCA|133320|385759|Z
20141202|SLF|19293|25198|Z
20141202|SLG|40147|47947|Z
20141202|SLGN|5812|7512|Z
20141202|SLGpI|0|100|Z
20141202|SLH|4501|11701|Z
20141202|SLI|100|100|Z
20141202|SLM|122111|191774|Z
20141202|SLP|0|307|Z
20141202|SLQD|0|200|Z
20141202|SLRC|3700|18481|Z
20141202|SLV|629510|937791|Z
20141202|SLVO|0|600|Z
20141202|SLW|713667|1073591|Z
20141202|SLX|100|1000|Z
20141202|SLXP|34859|62041|Z
20141202|SM|33683|93089|Z
20141202|SMA|18360|37870|Z
20141202|SMB|0|4527|Z
20141202|SMCI|6358|17822|Z
20141202|SMDD|0|200|Z
20141202|SMED|0|100|Z
20141202|SMFG|18563|50835|Z
20141202|SMG|10518|17718|Z
20141202|SMH|224256|336449|Z
20141202|SMI|600|1200|Z
20141202|SMIN|6205|7505|Z
20141202|SMLL|200|300|Z
20141202|SMLP|1900|8648|Z
20141202|SMM|100|1000|Z
20141202|SMP|1081|2481|Z
20141202|SMPL|100|500|Z
20141202|SMRT|1000|1695|Z
20141202|SMSI|800|800|Z
20141202|SMT|1500|3858|Z
20141202|SMTC|7550|16397|Z
20141202|SN|101471|177270|Z
20141202|SNA|6700|15900|Z
20141202|SNAK|1300|1400|Z
20141202|SNBC|300|800|Z
20141202|SNCR|19044|41638|Z
20141202|SNDK|121200|240215|Z
20141202|SNE|145749|237631|Z
20141202|SNFCA|500|600|Z
20141202|SNH|44841|106029|Z
20141202|SNHN|100|200|Z
20141202|SNHY|1600|2100|Z
20141202|SNI|30348|46810|Z
20141202|SNMX|6811|9307|Z
20141202|SNN|10100|24277|Z
20141202|SNOW|700|1000|Z
20141202|SNP|2300|4203|Z
20141202|SNPS|21722|49530|Z
20141202|SNR|5214|15614|Z
20141202|SNSS|23183|26083|Z
20141202|SNTA|28134|43708|Z
20141202|SNV|32926|63885|Z
20141202|SNX|1500|3100|Z
20141202|SNY|14009|26074|Z
20141202|SO|345919|701649|Z
20141202|SOCL|0|300|Z
20141202|SODA|11194|20085|Z
20141202|SOHO|1300|1900|Z
20141202|SOHU|27159|30262|Z
20141202|SOIL|200|4200|Z
20141202|SOL|11370|25521|Z
20141202|SON|26576|42276|Z
20141202|SONA|200|400|Z
20141202|SONC|41925|46025|Z
20141202|SONS|60038|117146|Z
20141202|SOR|100|200|Z
20141202|SOXL|3770|5463|Z
20141202|SOXS|5400|6800|Z
20141202|SOXX|5316|10852|Z
20141202|SOYB|0|1000|Z
20141202|SP|400|1710|Z
20141202|SPA|300|1700|Z
20141202|SPAR|100|1100|Z
20141202|SPB|14148|46906|Z
20141202|SPCB|0|1200|Z
20141202|SPDC|6101|6801|Z
20141202|SPEX|200|1800|Z
20141202|SPF|89485|284478|Z
20141202|SPFF|42295|42895|Z
20141202|SPG|30202|64261|Z
20141202|SPH|7300|9800|Z
20141202|SPHB|500|1000|Z
20141202|SPHD|980|1080|Z
20141202|SPHS|800|5333|Z
20141202|SPIL|56909|91189|Z
20141202|SPKE|0|100|Z
20141202|SPLK|46456|84768|Z
20141202|SPLS|740577|1267246|Z
20141202|SPLV|140748|154378|Z
20141202|SPN|200222|383420|Z
20141202|SPNC|18244|25644|Z
20141202|SPOK|100|700|Z
20141202|SPP|400|5651|Z
20141202|SPPI|40788|67757|Z
20141202|SPPP|200|3000|Z
20141202|SPR|48822|103164|Z
20141202|SPRT|0|900|Z
20141202|SPSC|300|1200|Z
20141202|SPTN|5700|9400|Z
20141202|SPU|0|300|Z
20141202|SPUU|0|200|Z
20141202|SPW|10400|21207|Z
20141202|SPWH|1686|5106|Z
20141202|SPWR|90048|162182|Z
20141202|SPXL|64032|129307|Z
20141202|SPXS|41391|80451|Z
20141202|SPXU|532667|810076|Z
20141202|SPY|5776349|8919671|Z
20141202|SPYG|400|1800|Z
20141202|SPYV|7800|7900|Z
20141202|SQBG|900|1900|Z
20141202|SQBK|200|300|Z
20141202|SQI|1500|2400|Z
20141202|SQM|6359|15525|Z
20141202|SQNM|118968|151206|Z
20141202|SQNS|300|500|Z
20141202|SQQQ|529977|743519|Z
20141202|SR|100|200|Z
20141202|SRC|224697|382211|Z
20141202|SRCE|500|600|Z
20141202|SRCL|12748|16848|Z
20141202|SRDX|4700|9155|Z
20141202|SRE|15640|60548|Z
20141202|SREV|16535|28321|Z
20141202|SRF|0|1677|Z
20141202|SRI|2100|2990|Z
20141202|SRLN|200|300|Z
20141202|SRLP|0|700|Z
20141202|SRNE|600|1000|Z
20141202|SRPT|13771|33358|Z
20141202|SRS|898|2098|Z
20141202|SRSC|0|100|Z
20141202|SRTY|106203|161404|Z
20141202|SRV|5000|34673|Z
20141202|SSB|1600|3286|Z
20141202|SSD|2500|5400|Z
20141202|SSE|19900|109206|Z
20141202|SSH|1040|1140|Z
20141202|SSI|17928|32684|Z
20141202|SSL|9248|21935|Z
20141202|SSLT|766|6122|Z
20141202|SSN|10812|14612|Z
20141202|SSNC|2500|9200|Z
20141202|SSNI|5576|12376|Z
20141202|SSO|243792|609196|Z
20141202|SSP|21700|32040|Z
20141202|SSRI|290949|520870|Z
20141202|SSS|1500|2400|Z
20141202|SSTK|3700|6729|Z
20141202|SSW|6800|8900|Z
20141202|SSWpE|500|500|Z
20141202|SSYS|50151|65351|Z
20141202|ST|45490|55490|Z
20141202|STAA|11104|22816|Z
20141202|STAG|4600|11000|Z
20141202|STAR|21309|44738|Z
20141202|STAY|18986|28608|Z
20141202|STB|3600|4000|Z
20141202|STBA|2100|2800|Z
20141202|STBZ|1706|6698|Z
20141202|STC|3376|6126|Z
20141202|STCK|100|500|Z
20141202|STE|9759|20859|Z
20141202|STEM|10178|10478|Z
20141202|STFC|400|900|Z
20141202|STI|225545|340285|Z
20141202|STIP|0|200|Z
20141202|STIpE|100|7300|Z
20141202|STJ|60431|102321|Z
20141202|STK|0|200|Z
20141202|STKL|6700|26623|Z
20141202|STL|6916|16716|Z
20141202|STLD|96343|179746|Z
20141202|STM|28670|30870|Z
20141202|STML|1200|3200|Z
20141202|STMP|1200|2200|Z
20141202|STN|2800|3900|Z
20141202|STNG|134427|204592|Z
20141202|STNR|2400|4400|Z
20141202|STO|385144|590523|Z
20141202|STON|500|1100|Z
20141202|STOR|10300|22975|Z
20141202|STPZ|8699|8699|Z
20141202|STR|49419|110804|Z
20141202|STRA|1100|3800|Z
20141202|STRI|0|100|Z
20141202|STRL|2673|7073|Z
20141202|STRM|0|200|Z
20141202|STRP|1000|2212|Z
20141202|STRT|300|900|Z
20141202|STRZA|37299|62201|Z
20141202|STS|100|300|Z
20141202|STT|71789|186947|Z
20141202|STTpC|100|300|Z
20141202|STTpD|700|700|Z
20141202|STTpE|1103|16630|Z
20141202|STV|1500|4100|Z
20141202|STWD|109244|149099|Z
20141202|STX|198297|355130|Z
20141202|STXS|200|400|Z
20141202|STZ|19900|37703|Z
20141202|STZ/B|0|100|Z
20141202|SU|330035|585880|Z
20141202|SUB|0|3200|Z
20141202|SUBK|0|200|Z
20141202|SUI|3772|7672|Z
20141202|SUMR|0|1000|Z
20141202|SUN|1300|2900|Z
20141202|SUNE|397918|558870|Z
20141202|SUNS|300|700|Z
20141202|SUP|1272|1572|Z
20141202|SUPN|5145|11045|Z
20141202|SURG|800|2300|Z
20141202|SUSQ|265894|496807|Z
20141202|SVA|300|600|Z
20141202|SVBL|100|600|Z
20141202|SVLC|3800|17784|Z
20141202|SVM|37512|61432|Z
20141202|SVU|97721|155008|Z
20141202|SVVC|0|1500|Z
20141202|SVXY|23965|54504|Z
20141202|SWAY|8628|12726|Z
20141202|SWC|45693|103103|Z
20141202|SWFT|45186|112652|Z
20141202|SWHC|98245|127993|Z
20141202|SWI|30527|64127|Z
20141202|SWIR|28483|56636|Z
20141202|SWJ|800|900|Z
20141202|SWK|35057|61814|Z
20141202|SWKS|137293|268814|Z
20141202|SWM|4380|6580|Z
20141202|SWN|381138|622353|Z
20141202|SWS|1200|1800|Z
20141202|SWSH|100|1000|Z
20141202|SWX|1500|8800|Z
20141202|SWY|51688|119429|Z
20141202|SWZ|0|1284|Z
20141202|SXC|7200|17600|Z
20141202|SXCP|1337|3903|Z
20141202|SXE|1100|3800|Z
20141202|SXI|600|800|Z
20141202|SXL|29894|68796|Z
20141202|SXT|6000|8983|Z
20141202|SYA|6770|11382|Z
20141202|SYBT|300|600|Z
20141202|SYF|16825|29025|Z
20141202|SYK|66061|80861|Z
20141202|SYKE|6700|17999|Z
20141202|SYMC|194182|388430|Z
20141202|SYMX|2700|7180|Z
20141202|SYN|22949|59679|Z
20141202|SYNA|22060|43958|Z
20141202|SYNC|600|1200|Z
20141202|SYNL|100|100|Z
20141202|SYNT|3200|5300|Z
20141202|SYPR|100|100|Z
20141202|SYRG|86439|108430|Z
20141202|SYRX|0|200|Z
20141202|SYT|7454|15849|Z
20141202|SYX|400|3252|Z
20141202|SYY|151974|259102|Z
20141202|SZC|0|300|Z
20141202|SZMK|1994|4058|Z
20141202|SZYM|25763|40333|Z
20141202|T|1560044|2116441|Z
20141202|TA|8400|13100|Z
20141202|TAC|8654|12867|Z
20141202|TAHO|20481|27032|Z
20141202|TAL|5600|9977|Z
20141202|TAM|10270|15378|Z
20141202|TAN|1000|1800|Z
20141202|TAO|0|1200|Z
20141202|TAP|24722|54872|Z
20141202|TARO|1400|8000|Z
20141202|TAS|100|700|Z
20141202|TASR|277056|439598|Z
20141202|TAST|1239|4539|Z
20141202|TAT|1300|1500|Z
20141202|TAX|400|900|Z
20141202|TAXI|15192|24692|Z
20141202|TBAR|2200|3600|Z
20141202|TBBK|24252|38026|Z
20141202|TBF|8815|59875|Z
20141202|TBI|2300|8000|Z
20141202|TBK|311|711|Z
20141202|TBPH|2853|6903|Z
20141202|TBT|650957|823963|Z
20141202|TBX|0|600|Z
20141202|TC|48184|87772|Z
20141202|TCAP|3182|8307|Z
20141202|TCB|94345|169130|Z
20141202|TCBI|16147|30847|Z
20141202|TCBK|800|2900|Z
20141202|TCCO|0|2000|Z
20141202|TCHI|156|156|Z
20141202|TCK|237284|443839|Z
20141202|TCO|16543|24325|Z
20141202|TCP|2100|3800|Z
20141202|TCPC|3099|5499|Z
20141202|TCPI|1200|2900|Z
20141202|TCRD|1000|3100|Z
20141202|TCS|9405|14155|Z
20141202|TD|138058|183955|Z
20141202|TDC|24932|43605|Z
20141202|TDE|0|100|Z
20141202|TDF|600|1300|Z
20141202|TDG|6200|11420|Z
20141202|TDIV|12929|12929|Z
20141202|TDS|6800|23608|Z
20141202|TDTT|208|508|Z
20141202|TDW|71426|101966|Z
20141202|TDY|3000|3500|Z
20141202|TE|142709|208722|Z
20141202|TEAR|6392|9692|Z
20141202|TECD|5782|7762|Z
20141202|TECH|2128|3928|Z
20141202|TECL|500|600|Z
20141202|TECS|0|100|Z
20141202|TECU|0|1700|Z
20141202|TEDU|4088|12959|Z
20141202|TEF|135921|158394|Z
20141202|TEG|19960|26460|Z
20141202|TEI|7283|18803|Z
20141202|TEL|28214|55551|Z
20141202|TEN|17195|26633|Z
20141202|TENX|2100|2400|Z
20141202|TEO|2100|4300|Z
20141202|TEP|2100|3700|Z
20141202|TER|42464|61092|Z
20141202|TERP|10441|18035|Z
20141202|TESO|9689|20931|Z
20141202|TESS|500|500|Z
20141202|TEU|0|800|Z
20141202|TEVA|51404|118541|Z
20141202|TEX|93441|187437|Z
20141202|TFI|1500|7147|Z
20141202|TFM|14930|27292|Z
20141202|TFSL|14293|28806|Z
20141202|TFX|7000|10900|Z
20141202|TG|1282|2182|Z
20141202|TGA|47701|52301|Z
